basque,spanish,context
triangelu-konexio,acoplamiento en triángulo,Technological Sciences > Electronic technology
triangelu-konexio, coenxión en triángulo,Technological Sciences > Electronic technology
triangelu-konexio, conexión delta,Technological Sciences > Electronic technology
triangelu-konexio,conexión en triángulo,Technological Sciences > Electrical technology and engineering
triangelu-konexio, conexión triángulo,Technological Sciences > Electrical technology and engineering
trinkotasun,compactación,Technological Sciences > Environmental technology and engineering
trinkotasun,compacidad,Mathematics > Topology
trinkotasun,consistencia,Medical Sciences > Pharmaceutical Technology
trukatzaile,cambiador de moneda,Economic Sciences > General economics
trukatzaile, cambista,Economic Sciences > General economics
trukatzaile,conmutador,Physics > Theoretical physics
trukatzaile,intercambiador,Chemistry > Analytical chemistry
trukatzaile,conmutador,Physics > Thermodynamics
truke,permuta,Juridical Sciences & Law > Administrative law
truke,permuta,Juridical Sciences & Law > Civil law
truke,intercambio,Physics > Thermodynamics
truke,cambio,Economic Sciences > Economic theory
truke, intercambio,Economic Sciences > Economic theory
truke,cambio,Economic Sciences > Organization and management of enterprises
truke, canje,Economic Sciences > Organization and management of enterprises
truke,intercambio,Chemistry > Analytical chemistry
tutoretza,tutela,Juridical Sciences & Law > Civil law
tutoretza,tutorización,Education sciences
tutoretza,tutela,Juridical Sciences & Law > Roman law
txikiagotze-eskala,escala reductora,Technological Sciences > Mechanical engineering and technology
txikiagotze-eskala,escala de reducción,Technological Sciences > Industrial technology
txikiagotze-eskala,escala de reducción,Technological Sciences > Projects
uhin,onda,Chemistry > Physical chemistry
uhin,onda,Physics > Optics
uhin,onda,Technological Sciences > Environmental technology and engineering
uhin,onda,Physics > General Physics specialities
uhin,onda,Chemistry > Analytical chemistry
uhin,onda,Physics > Fluids (physics of)
uhin,onda,Technological Sciences > Electronic technology
uhin,onda,Physics > Aplied Physics
uhin,ola,Earth and Space Sciences > Metereology and Oceanography
uhin,onda,Medical Sciences > Medical diagnostic and Treatment Technology
uhin,onda,Physics > Electro-magnetism
uhin,onda,Technological Sciences > Electrical technology and engineering
uhin, señal,Technological Sciences > Electrical technology and engineering
uhin,onda,Medical Sciences > Pharmaceutical Technology
uhin,onda,Physics > Theoretical physics
ultramore,radiación ultravioleta,Physics > General Physics specialities
ultramore,ultravioleta,Chemistry > Organic chemistry
ur-disoluzio,disolución acuosa,Chemistry > Organic chemistry
ur-disoluzio,disolución acuosa,Chemistry > Analytical chemistry
ur-disoluzio,disolución acuosa,Medical Sciences > Pharmaceutical Technology
ur-disoluzio,disolución acuosa,Chemistry > Physical chemistry
ur-disoluzio,disolución acuosa,Technological Sciences > Environmental technology and engineering
ur-disoluzio, disolución en agua,Technological Sciences > Environmental technology and engineering
ur-disoluzio, solución acuosa,Technological Sciences > Environmental technology and engineering
ur-disoluzio,solución de agua,Life sciences > Cell biology
ur-ekarpen,aporte de agua,Technological Sciences > Chemical technology and engineering
ur-ekarpen, suministro de agua,Technological Sciences > Chemical technology and engineering
ur-ekarpen,aportación de agua,Technological Sciences > Environmental technology and engineering
ur-ekarpen, contribución de agua,Technological Sciences > Environmental technology and engineering
urradura,rozadura,Medical Sciences > Pharmaceutical Technology
urradura,violación ,Juridical Sciences & Law > Constitutional law
urradura, vulneración,Juridical Sciences & Law > Constitutional law
urradura,abrasión,Technological Sciences > Environmental technology and engineering
urraketa,transgresión,Juridical Sciences & Law > Law Philosophy
urraketa, violación,Juridical Sciences & Law > Law Philosophy
urraketa,infracción,Juridical Sciences & Law > Finance law
urratu,violar,Juridical Sciences & Law > Constitutional law
urratu, vulnerar,Juridical Sciences & Law > Constitutional law
urratu,infringir,Juridical Sciences & Law > Law Philosophy
urratu, transgredir,Juridical Sciences & Law > Law Philosophy
urteko kontu,cuentas anuales,Juridical Sciences & Law > Commercial law
urteko kontu,cuenta anual,Economic Sciences > Organization and management of enterprises
usadio,uso,Juridical Sciences & Law > Law Philosophy
usadio,uso,Juridical Sciences & Law > International law
usadio,costumbre,Juridical Sciences & Law > Civil law
ustiapeneko sarrera,ingreso de explotación,Economic Sciences > Economic accounting
ustiapeneko sarrera,entrada de explotación,Economic Sciences > Organization and management of enterprises
X izpi,rayos X,Life sciences > Microbiology
X izpi,rayos X,Technological Sciences > Environmental technology and engineering
X izpi,rayo X,Technological Sciences > Food technology
X izpi,rayos X,Chemistry > Organic chemistry
X izpi,rayo X,Physics > Electro-magnetism
X izpi, rayos Roentgen,Physics > Electro-magnetism
X izpi, rayos X,Physics > Electro-magnetism
X izpi,rayos X,Medical Sciences > Medical diagnostic and Treatment Technology
X izpi,rayo X,Physics > General Physics specialities
xafla,placa,Physics > Aplied Physics
xafla,chapa,Physics > Fluids (physics of)
xafla,chapa,Physics > Electro-magnetism
xafla, lámina,Physics > Electro-magnetism
xafla,lámina,Technological Sciences > Environmental technology and engineering
xafla, plancha,Technological Sciences > Environmental technology and engineering
xafla,chapa,Technological Sciences > Mechanical engineering and technology
xafla,chapa,Technological Sciences > Electrical technology and engineering
xafla,cuchilla,Medical Sciences > Pharmaceutical Technology
xafla,placa,Technological Sciences > Construction technology
xafla,chapa,Technological Sciences > Industrial technology
xedapen-egintza,acto de disposición,Juridical Sciences & Law > Civil law
xedapen-egintza,acto dipositivo,Juridical Sciences & Law > Procedural law
zain-bide,vía intravenosa,Medical Sciences > Pharmacology
zain-bide,vía venosa,Medical Sciences > Pathology
zaintza,vigilancia,Technological Sciences > Environmental technology and engineering
zaintza,custodia,Juridical Sciences & Law > Civil law
zaintza, guarda,Juridical Sciences & Law > Civil law
zaintza,custodia,Juridical Sciences & Law > Roman law
zaintzaile,guardador,Juridical Sciences & Law > Civil law
zaintzaile, guardadora,Juridical Sciences & Law > Civil law
zaintzaile,cuidador,Education sciences
zaintzaile, cuidadora,Education sciences
zatiketa,división,Mathematics > Algebra
zatiketa,división celular,Life sciences > Cell biology
zatiketa,división,Technological Sciences > Instrumentation technology
zatiketa,división,Mathematics > Analysis and functional analysis
zatiki,fracción,Mathematics > Algebra
zatiki,partícula,Physics > Electro-magnetism
zatiki,fracción,Mathematics > Analysis and functional analysis
zatiki, quebrado,Mathematics > Analysis and functional analysis
zatiki,partícula,Physics > Mechanics
zehapen,sanción,Juridical Sciences & Law > Administrative law
zehapen, sanción administrativa,Juridical Sciences & Law > Administrative law
zehapen,sanción,Juridical Sciences & Law > Constitutional law
zehapen,sanción,Juridical Sciences & Law > Finance law
zehapen,castigo,Juridical Sciences & Law > Law Philosophy
zehapen, pena,Juridical Sciences & Law > Law Philosophy
zeharkako ebakidura,sección transversal,Technological Sciences > Construction technology
zeharkako ebakidura,corte transversal,Technological Sciences > Mechanical engineering and technology
zeharkako ebakidura,corte transversal,Technological Sciences > Industrial technology
zeharkako ebakidura, sección transversal,Technological Sciences > Industrial technology
zehaztapen,especificación,Juridical Sciences & Law > Labour and Social Security law
zehaztapen,especificación,Economic Sciences > Econometrics
zehaztapen,determinación,Juridical Sciences & Law > Finance law
zehaztapen,determinación,Technological Sciences > Environmental technology and engineering
zehaztapen,determinación,Medical Sciences > Pharmaceutical Technology
zehaztapen,especificación,Technological Sciences > Computer technology
zehaztasun,exactitud,Life sciences > Biochemistry and Molecular Biology
zehaztasun,exactitud,Chemistry > Analytical chemistry
zehaztasun,exactitud,Medical Sciences > Pharmaceutical Technology
zehaztasun,exactitud,Physics > General Physics specialities
zehaztasun,exactitud,Technological Sciences > Mechanical engineering and technology
zehaztasun,exactitud,Technological Sciences > Projects
zehaztasun, precisión,Technological Sciences > Projects
zehaztasun,precisión,Technological Sciences > Telecommunications technology
zehaztasun,exactitud,Juridical Sciences & Law > Constitutional law
zehaztasun, precisión,Juridical Sciences & Law > Constitutional law
zehaztutako epe,plazo determinado,Juridical Sciences & Law > Constitutional law
zehaztutako epe,plazo fijado,Economic Sciences > Economic accounting
zelula,célula,Medical Sciences > Pharmacology
zelula,célula,Life sciences > Animal Biology
zelula,celda,Chemistry > Physical chemistry
zelula, célula,Chemistry > Physical chemistry
zelula,célula,Life sciences > Biochemistry and Molecular Biology
zelula,célula,Life sciences > Microbiology
zelula,célula,Life sciences > Cell biology
zelula,célula,Technological Sciences > Instrumentation technology
zenbateko,capital final,Economic Sciences > Economic accounting
zenbateko, importe,Economic Sciences > Economic accounting
zenbateko,cuantía,Juridical Sciences & Law > Procedural law
zepa,escoria,Technological Sciences > Environmental technology and engineering
zepa, cinder,Technological Sciences > Environmental technology and engineering
zepa,escoria,Technological Sciences > Mechanical engineering and technology
zepa,escoria,Technological Sciences > Industrial technology
zepa,escoria,Technological Sciences > Chemical technology and engineering
zepa,cepa,Medical Sciences > Pharmacology
zerbitzu publiko,Servicio Público,Juridical Sciences & Law > Labour and Social Security law
zerbitzu publiko,servicio público,Juridical Sciences & Law > Administrative law
zerbitzu publiko,servicio público,Economic Sciences > General economics
zerga,impuesto,Juridical Sciences & Law > Finance law
zerga,impuesto,Juridical Sciences & Law > Labour and Social Security law
