english,basque,context
suspension,esekidura,Technological Sciences > Mechanical engineering and technology
suspension,esekidura; suspentsio,Technological Sciences > Environmental technology and engineering
switch,etengailu; kommutatu,Technological Sciences > Electrical technology and engineering
switch,etengailu,Technological Sciences > Environmental technology and engineering
switch,kommutadore; kommutagailu; switch,Technological Sciences > Computer technology
switch,kommutadore; kommutagailu; etengailu,Technological Sciences > Electronic technology
switch,etengailu,Physics > Aplied Physics
symbol,ikur,Technological Sciences > Construction technology
symbol,ikur; sinbolo,Technological Sciences > Mechanical engineering and technology
symbol,sinbolo,Physics > Electro-magnetism
symbol,sinbolo,Technological Sciences > Electronic technology
system,sistema,Medical Sciences > Pharmaceutical Technology
system,sistema,Technological Sciences > Construction technology
system,sistema,Technological Sciences > Instrumentation technology
system,sistema,Mathematics > Analysis and functional analysis
system,sistema,Technological Sciences > Environmental technology and engineering
system,sistema,Physics > General Physics specialities
system,sistema,Technological Sciences > Telecommunications technology
system,aparatu,Life sciences > Human physiology
system,sistema,Physics > Aplied Physics
system,sistema,Mathematics > Algebra
system,sistema,Medical Sciences > Pharmacology
system,sistema,Technological Sciences > Computer technology
tangent surface,ukitze-gainazal,Technological Sciences > Mechanical engineering and technology
tangent surface,gainazal ukitzaile,Technological Sciences > Industrial technology
tank,biltegi; depositu,Physics > Fluids (physics of)
tank,andel; biltegi; tanga,Technological Sciences > Environmental technology and engineering
tank,andel; tanga,Technological Sciences > Instrumentation technology
task,ataza,Technological Sciences > Projects
task,eginkizun,Economic Sciences > Organization and management of enterprises
task,ataza,Technological Sciences > Instrumentation technology
taste,dastamen,Life sciences > Human physiology
taste,zapore,Medical Sciences > Pharmaceutical Technology
taste,zapore,Medical Sciences > Pharmacology
technical resource,baliabide tekniko,Technological Sciences > Projects
technical resource,baliabide teknologiko,Technological Sciences > Environmental technology and engineering
temperate virus,birus lisogeniko; birus moteldu,Medical Sciences > Microbiology
temperate virus,birus ematu,Life sciences > Microbiology
temperature,tenperatura,Physics > Electro-magnetism
temperature,tenperatura,Technological Sciences > Electronic technology
temperature,sukar,Medical Sciences > Pharmacology
temperature,tenperatura,Medical Sciences > Pharmaceutical Technology
temperature,tenperatura,Technological Sciences > Electrical technology and engineering
temperature,tenperatura,Physics > Aplied Physics
temperature,tenperatura,Technological Sciences > Environmental technology and engineering
temperature,tenperatura,Chemistry > Physical chemistry
temperature,tenperatura,Physics > General Physics specialities
terminal,terminal,Technological Sciences > Instrumentation technology
terminal,borne; terminal,Technological Sciences > Electrical technology and engineering
terminal,borne; terminal,Physics > Aplied Physics
terminal,borne,Technological Sciences > Telecommunications technology
terminal,borne; terminal,Technological Sciences > Electronic technology
terminal,borne,Physics > Electro-magnetism
terminal,borne,Technological Sciences > Environmental technology and engineering
terminal,terminal,Technological Sciences > Computer technology
test,test,Medical Sciences > Pharmaceutical Technology
test,saiakuntza,Technological Sciences > Electrical technology and engineering
test,saio,Physics > General Physics specialities
test,test,Medical Sciences > Pharmacology
test,kontrastatu; kontraste; test,Economic Sciences > Econometrics
test,entsegu; esperimentu; saiakuntza,Technological Sciences > Environmental technology and engineering
test,proba,Technological Sciences > Computer technology
therapeutic index,indize terapeutiko,Medical Sciences > Pharmacology
therapeutic index,balio terapeutiko; tarte terapeutiko,Medical Sciences > Microbiology
thin layer chromatography,geruza fineko kromatografia; geruza meheko kromatografia,Chemistry > Organic chemistry
thin layer chromatography,geruza fineko kromatografia,Chemistry > Analytical chemistry
thin layer chromatography,geruza meheko kromatografia,Life sciences > Biochemistry and Molecular Biology
threshold,atalase,Technological Sciences > Electrical technology and engineering
threshold,atalase,Technological Sciences > Projects
threshold,atari,Technological Sciences > Telecommunications technology
threshold value,atari-balio,Technological Sciences > Telecommunications technology
threshold value,atalase; muga-balio,Technological Sciences > Environmental technology and engineering
threshold voltage,atari-tentsio,Technological Sciences > Electronic technology
threshold voltage,atalase-tentsio,Technological Sciences > Electrical technology and engineering
through hole,igarotze-zulo,Technological Sciences > Electrical technology and engineering
through hole,aldez aldeko zulo,Technological Sciences > Mechanical engineering and technology
through hole,alderik aldeko zulo; aldez aldeko zulo,Technological Sciences > Industrial technology
throughput,emaria,Technological Sciences > Computer technology
throughput,eraginkortasun; errendimendu; etekin,Technological Sciences > Environmental technology and engineering
thrust,bultzada,Physics > Fluids (physics of)
thrust,zamalkadura,Technological Sciences > Environmental technology and engineering
thrust,zamalkadura,Earth and Space Sciences > Geology
tidal power station,marea-energiako zentral,Earth and Space Sciences > Metereology and Oceanography
tidal power station,marea-zentral; zentral maremotriz,Technological Sciences > Electrical technology and engineering
timbre,tinbre,Physics > General Physics specialities
timbre,txirrin,Physics > Aplied Physics
time evolution,denborako eboluzio,Physics > Thermodynamics
time evolution,denbora-eboluzio,Physics > Theoretical physics
time reversal,toleste,Technological Sciences > Telecommunications technology
time reversal,denbora-alderanzketa,Physics > Theoretical physics
time series,denbora-segida,Physics > Thermodynamics
time series,denborazko serie,Technological Sciences > Environmental technology and engineering
time series,denbora-serie,Economic Sciences > Econometrics
tolerance,perdoi,Technological Sciences > Industrial technology
tolerance,tolerantzia,Chemistry > Organic chemistry
tolerance,tolerantzia,Medical Sciences > Medical diagnostic and Treatment Technology
tolerance,tolerantzia,Technological Sciences > Electronic technology
tolerance,jasangarritasun; jasankortasun,Medical Sciences > Pharmacology
tolerance,perdoi,Technological Sciences > Projects
tolerance,tolerantzia,Life sciences > Microbiology
tolerance,perdoi,Technological Sciences > Telecommunications technology
top,gailur,Technological Sciences > Computer technology
top,gain,Earth and Space Sciences > Geology
topographic surface,gainazal topografiko,Technological Sciences > Environmental technology and engineering
topographic surface,azal topografiko,Technological Sciences > Construction technology
total revenue,sarrera oso; sarrera total,Economic Sciences > Economic theory
total revenue,guztirako diru-sarrera,Economic Sciences > General economics
trace,aztarna,Technological Sciences > Computer technology
trace,aztarna,Technological Sciences > Environmental technology and engineering
trace,marrak egin; marratu,Technological Sciences > Industrial technology
trace element,oligoelementu,Technological Sciences > Environmental technology and engineering
trace element,aztarna-elementu,Technological Sciences > Chemical technology and engineering
trace element,elementu aztarna,Earth and Space Sciences > Geology
trade balance,balantza komertzial,Economic Sciences > General economics
trade balance,merkataritza-balantza,Economic Sciences > Economic theory
transducer,transduktore ekográfiko,Medical Sciences > Medical diagnostic and Treatment Technology
transducer,transduktore,Technological Sciences > Computer technology
transducer,transduktore,Technological Sciences > Telecommunications technology
transducer,transduktore,Physics > Electro-magnetism
transducer,transduktore,Technological Sciences > Environmental technology and engineering
transfer,trasnmisio,Technological Sciences > Environmental technology and engineering
transfer,transferentzia,Technological Sciences > Computer technology
transfer,lekualdaketa,Technological Sciences > Projects
transfer,Tr; transferentzia,Economic Sciences > General economics
transfer,transferentzia,Economic Sciences > Organization and management of enterprises
transfer,transferentzia,Medical Sciences > Pharmaceutical Technology
transform fault,faila transformakor,Earth and Space Sciences > Geology
transform fault,faila transformatzaile,Technological Sciences > Environmental technology and engineering
transformation,transformazio,Technological Sciences > Electrical technology and engineering
transformation,eraldaketa; eraldatze; transformazio,Technological Sciences > Environmental technology and engineering
transformation,transformazio,Physics > General Physics specialities
transformation,eraldaketa,Medical Sciences > Pharmacology
transformation,transformazio,Medical Sciences > Microbiology
transformation,transformazio,Technological Sciences > Telecommunications technology
transient response,egoera iragankor,Technological Sciences > Electronic technology
transient response,erantzun iragankor,Technological Sciences > Telecommunications technology
translation,itzulpen; proteinen sintesi,Life sciences > Biochemistry and Molecular Biology
translation,translazio; translazio-higidura,Physics > Mechanics
translation,translazio,Technological Sciences > Construction technology
translation,traslazio,Physics > Theoretical physics
translation,translazio; translazio-higidura; translazio-mugimendu,Physics > Aplied Physics
translation,translazio,Mathematics > Analysis and functional analysis
transmission,transmisio,Physics > General Physics specialities
transmission,transmisio,Technological Sciences > Instrumentation technology
transmission,transmisio,Physics > Electro-magnetism
transmission,garraio,Physics > Fluids (physics of)
transmission line,garraio-linea,Technological Sciences > Electrical technology and engineering
transmission line,transmisio-linea,Technological Sciences > Telecommunications technology
